date,region,course,off,race_name,type,class,pattern,rating_band,age_band,sex_rest,dist,dist_f,dist_m,going,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,lbs,hg,time,secs,dec,jockey,trainer,prize,or,rpr,sire,dam,damsire,owner,comment
2015-11-10,GB,Lingfield (AW),4:00,SIS Mares Intermediate Open National Hunt Flat Race (To be run on the All Weather track),NH Flat,Class 6,,,4-6yo,M,2m,16f,3219,Standard,12,5,11,,28.5,1.25,Owners Day (GB),5,M,150,,3:40.60,220.60,34.00,Mark Quinlan,Neil Mulholland,,–,70,Fair Mix (IRE),Charmeille (FR),Exit To Nowhere,The Dickinsons Clegg Finch Lacey,Took keen hold - chased leaders - ridden and struggling when pushed right over 2f out - soon lost place and behind over 1f out
2015-11-10,GB,Lingfield (AW),4:00,SIS Mares Intermediate Open National Hunt Flat Race (To be run on the All Weather track),NH Flat,Class 6,,,4-6yo,M,2m,16f,3219,Standard,12,12,12,,41.5,13,Wun Destination (GB),6,M,150,,3:43.20,223.20,67.00,James Davies,John Panvert,,–,57,Dubai Destination (USA),Mourir DAimer (USA),Trempolino,J F Panvert,In touch in midfield - dropped to rear and ridden 5f out - lost touch over 3f out - tailed off
2015-11-24,GB,Lingfield (AW),3:30,TitanBet.co.uk Standard Open National Hunt Flat Race (To be run on All-Weather Track),NH Flat,Class 6,,,4-6yo,,2m,16f,3219,Standard,6,6,1,,0,0,Westerbee (IRE),4,F,142,,3:46.25,226.25,26.00,Kevin Jones,Seamus Mullins,1559.52,–,95,Westerner (GB),Pass The Honey (IRE),Snurge,Dr R Jowett,Held up in rear - rapid headway to lead 5f out - ridden and found extra over 1f out - ran on well - comfortably(tchd 20/1)
2015-11-24,GB,Lingfield (AW),3:30,TitanBet.co.uk Standard Open National Hunt Flat Race (To be run on All-Weather Track),NH Flat,Class 6,,,4-6yo,,2m,16f,3219,Standard,6,1,2,,3.25,3.25,Royal Plaza (GB),4,G,154,,3:46.90,226.90,7.00,Wayne Hutchinson,Alan King,457.92,–,98,Kings Theatre (IRE),Friendly Craic (IRE),Mister Lord,Mrs Lesley Field Jules Sigler,Took keen hold - held up in touch - ridden over 2f out - switched right and headway well over 1f out - stayed on inside final furlong - went 2nd final 50yds - no threat to winner(op 10/1)
2015-11-24,GB,Lingfield (AW),3:30,TitanBet.co.uk Standard Open National Hunt Flat Race (To be run on All-Weather Track),NH Flat,Class 6,,,4-6yo,,2m,16f,3219,Standard,6,2,3,,4.5,1.25,The Poodle Faker (GB),4,G,154,,3:47.15,227.15,1.53,Tom OBrien,Hughie Morrison,228.96,–,97,Pastoral Pursuits (GB),Flirtatious GB,Generous,Mrs M D W Morrison,Chased leader until led after 2f - headed 5f out - ridden over 2f out - no impression over 1f out - stayed on same pace inside final furlong - lost 2nd final 50yds(op 4/7 tchd 4/6 and 1/2)
2015-11-24,GB,Lingfield (AW),3:30,TitanBet.co.uk Standard Open National Hunt Flat Race (To be run on All-Weather Track),NH Flat,Class 6,,,4-6yo,,2m,16f,3219,Standard,6,5,4,,5.5,1,Romanee Vivant (GB),5,M,147,,3:47.35,227.35,34.00,Trevor Whelan,Neil King,114.48,–,89,Multiplex (GB),Mrs Oh (IRE),Arctic Lord,Miss Rebecca Fradley,Chased leaders - 3rd and ridden 3f out - unable to quicken over 1f out - lost 3rd and one pace inside final furlong
2015-11-24,GB,Lingfield (AW),3:30,TitanBet.co.uk Standard Open National Hunt Flat Race (To be run on All-Weather Track),NH Flat,Class 6,,,4-6yo,,2m,16f,3219,Standard,6,3,5,,8.5,3,Trans Express (IRE),5,G,151,,3:47.95,227.95,13.00,Lucy Gardner,Sue Gardner,,–,93,Trans Island (GB),Hazel Fastrack GB,Shambo,D V Gardner,In touch - ridden over 2f out - unable to quicken 2f out - stayed on same pace after(op 8/1)
2015-11-24,GB,Lingfield (AW),3:30,TitanBet.co.uk Standard Open National Hunt Flat Race (To be run on All-Weather Track),NH Flat,Class 6,,,4-6yo,,2m,16f,3219,Standard,6,4,6,,15.5,7,Maid Of Milan (IRE),4,F,147,,3:49.35,229.35,5.50,Noel Fehily,Charlie Mann,,–,79,Milan (GB),Joes Lady (IRE),Win Quick,The Neardowners,Led for 2f - chased leader until 5f out - lost place and ridden over 3f out - weakened over 1f out(op 5/1 tchd 4/1)
2015-12-01,GB,Lingfield (AW),3:30,titanbet.co.uk Standard Open National Hunt Flat Race,NH Flat,Class 6,,,4-6yo,,2m,16f,3219,Standard,5,4,1,,0,0,Shanandoa (GB),4,F,151,,3:43.20,223.20,1.83,Gavin Sheehan,Brian Barr,1559.52,–,95,Shamardal (USA),Divisa (GER),Lomitas,Excel Racing,Held up in last - closed on outer over 3f out - led over 1f out going easily - nudged along and always holding runner-up after - cleverly(op 4/5 tchd 8/11)
2015-12-01,GB,Lingfield (AW),3:30,titanbet.co.uk Standard Open National Hunt Flat Race,NH Flat,Class 6,,,4-6yo,,2m,16f,3219,Standard,5,2,2,,.5,.5,Walt (IRE),4,G,158,,3:43.30,223.30,2.10,Noel Fehily,Nicky Henderson,457.92,–,100,Kings Theatre (IRE),Allee Sarthoise (FR),Pampabird,Sullivan Bloodstock Limited,Took keen hold - held up in 4th - closed over 3f out - ridden to lead well over 1f out but winner soon took over going easily - kept on well but readily held after(op 11/8 tchd 6/4)
2015-12-01,GB,Lingfield (AW),3:30,titanbet.co.uk Standard Open National Hunt Flat Race,NH Flat,Class 6,,,4-6yo,,2m,16f,3219,Standard,5,5,3,,15.5,15,Surprise Choice (IRE),4,F,148,,3:46.30,226.30,67.00,Conor Shoemark,William Stone,228.96,–,78,Thousand Words (GB),Common Cause GB,Polish Patriot,Patrick Owens,Led at moderate pace - headed over 3f out and soon well beaten in 4th - regained modest 3rd last strides
2015-12-01,GB,Lingfield (AW),3:30,titanbet.co.uk Standard Open National Hunt Flat Race,NH Flat,Class 6,,,4-6yo,,2m,16f,3219,Standard,5,1,4,,17,1.5,Mybrotherjohnny (GB),4,G,158,,3:46.60,226.60,34.00,Leighton Aspell,John E Long,114.48,–,83,Tiger Hill (IRE),Montjeus Melody (IRE),Montjeu,J Muscat,Took keen hold - close up - tracked leader over 4f out - led over 3f out - headed and weakened well over 1f out
2015-12-01,GB,Lingfield (AW),3:30,titanbet.co.uk Standard Open National Hunt Flat Race,NH Flat,Class 6,,,4-6yo,,2m,16f,3219,Standard,5,3,5,,80,63,Racy Lady (GB),5,M,151,,3:59.20,239.20,21.00,Andrew Thornton,Caroline Bailey,,–,13,Rob Roy (USA),Elmside Katie GB,Lord David S,P Dixon Smith,Took keen hold after 4f - chased leader to over 4f out - weakened and soon tailed off(tchd 16/1)
2015-12-12,GB,Lingfield (AW),3:30,Racing Welfare Junior Standard Open National Hunt Flat Race (This Race Will Be Run On The AW),NH Flat,Class 6,,,3yo,,2m,16f,3219,Standard,9,5,2,,0,0,The Blue Bomber (GB),3,G,154,,3:33.80,213.80,3.50,Gavin Sheehan,Mick Channon,1559.52,–,97,Stimulation (IRE),Mar Blue (FR),Marju,M Channon,Made all - 2 lengths clear and ridden 2f out - driven inside final furlong - headed close home - originally called the winner - later placed 2nd(op 3/1 tchd 9/4)
2015-12-12,GB,Lingfield (AW),3:30,Racing Welfare Junior Standard Open National Hunt Flat Race (This Race Will Be Run On The AW),NH Flat,Class 6,,,3yo,,2m,16f,3219,Standard,9,4,1,,0.05,0.05,Quarenta (FR),3,G,154,,3:33.81,213.81,5.00,Joshua Moore,Jonjo ONeill,457.92,–,97,Voix Du Nord (FR),Negresse De Cuta (FR),Baroud DHonneur,Martin Jocelyn Steve Broughton,In touch in midfield - ridden and headway to chase winner 2f out - stayed on well under pressure inside final furlong - just got up - originally placed 2nd - later awarded the race(op 3/1)
2015-12-12,GB,Lingfield (AW),3:30,Racing Welfare Junior Standard Open National Hunt Flat Race (This Race Will Be Run On The AW),NH Flat,Class 6,,,3yo,,2m,16f,3219,Standard,9,3,3,,6,6,Fella (GB),3,G,154,,3:35.00,215.00,21.00,Andrew Glassonbury,Gary Moore,228.96,–,91,Sagamix (FR),Encore Du Cristal (USA),Quiet American,E A Condon,Chased leaders - went 2nd 6f out until 2f out - stayed on same pace under pressure after(op 16/1)
2015-12-12,GB,Lingfield (AW),3:30,Racing Welfare Junior Standard Open National Hunt Flat Race (This Race Will Be Run On The AW),NH Flat,Class 6,,,3yo,,2m,16f,3219,Standard,9,6,4,,7.25,1.25,The Racing Duke (IRE),3,G,154,,3:35.25,215.25,5.00,Tom Scudamore,Graeme McPherson,114.48,–,90,Duke Of Marmalade (IRE),Wrong Key (IRE),Key Of Luck,Mrs L Day H Burdett G Mcpherson,Chased winner until 6f out - ridden and unable to quicken in 4th 2f out - stayed on same pace(op 6/1)
2015-12-12,GB,Lingfield (AW),3:30,Racing Welfare Junior Standard Open National Hunt Flat Race (This Race Will Be Run On The AW),NH Flat,Class 6,,,3yo,,2m,16f,3219,Standard,9,7,5,,10.75,3.5,Anne Of Brittany (FR),3,F,147,,3:35.95,215.95,9.00,Jack Quinlan,Henry Spiller,,–,79,Kings Best (USA),Abyaan (IRE),Ela-Mana-Mou,Peter Robert Spiller,Held up in touch in midfield - 5th and unable to quicken under pressure 2f out - well held and one pace after
2015-12-12,GB,Lingfield (AW),3:30,Racing Welfare Junior Standard Open National Hunt Flat Race (This Race Will Be Run On The AW),NH Flat,Class 6,,,3yo,,2m,16f,3219,Standard,9,8,6,,14.75,4,Deauville Dame (GB),3,F,147,,3:36.75,216.75,9.00,James Best,Sir Mark Prescott Bt,,–,75,Alflora (IRE),Hispalis (IRE),Barathea,The With The Grain Partnership,Held up in touch in last trio - ridden over 3f out - struggling and driven 2f out - no chance after(op 6/1)
2015-12-12,GB,Lingfield (AW),3:30,Racing Welfare Junior Standard Open National Hunt Flat Race (This Race Will Be Run On The AW),NH Flat,Class 6,,,3yo,,2m,16f,3219,Standard,9,1,7,,15.75,1,Art Of Swing (IRE),3,G,154,,3:36.95,216.95,13.00,Jamie Moore,Gary Moore,,–,81,Excellent Art (GB),Shahmina (IRE),Danehill,T Jacobs J E Harley,Held up in touch in last trio - shaken up entering final 2f - ridden and no headway over 1f out - soon weakened(op 10/1)
2015-12-12,GB,Lingfield (AW),3:30,Racing Welfare Junior Standard Open National Hunt Flat Race (This Race Will Be Run On The AW),NH Flat,Class 6,,,3yo,,2m,16f,3219,Standard,9,9,8,,18.75,3,Do It Tomorrow (IRE),3,F,142,,3:37.55,217.55,51.00,Mikey Ennis,J R Jenkins,,–,71,Daylami (IRE),Seminova GB,Cape Cross,Tower Bloodstock,In touch in midfield - ridden over 4f out - lost place and weakening when hung left over 1f out
2015-12-12,GB,Lingfield (AW),3:30,Racing Welfare Junior Standard Open National Hunt Flat Race (This Race Will Be Run On The AW),NH Flat,Class 6,,,3yo,,2m,16f,3219,Standard,9,2,9,,23.75,5,Farrells Destiny (GB),3,G,147,,3:38.55,218.55,8.00,Mr Tommie M OBrien,Chris Bealby,,–,73,Proclamation (IRE),Hello Hello GB,Helissio,E Buddle,Held up in touch in last trio - ridden 3f out - soon struggling - behind over 1f out(tchd 6/1)
2015-12-21,GB,Lingfield (AW),3:40,titanbet.co.uk Standard Open National Hunt Flat Race (This Race Will Be Run On The AW Track),NH Flat,Class 6,,,4-6yo,,2m,16f,3219,Standard,7,5,1,,0,0,Manhattan Spring (GB),4,G,156,,3:44.50,224.50,17.00,Andrew Thornton,Seamus Mullins,1559.52,–,101,Central Park (IRE),Risky May GB,Petoski,Woodford Valley Racing,Held up in rear - still there 2f out - ridden and good progress over 1f out to chase leader final furlong - closed quickly to lead last 100yds - soon clear(op 14/1)
2015-12-21,GB,Lingfield (AW),3:40,titanbet.co.uk Standard Open National Hunt Flat Race (This Race Will Be Run On The AW Track),NH Flat,Class 6,,,4-6yo,,2m,16f,3219,Standard,7,6,2,,1.25,1.25,Mr Mountain (IRE),5,G,156,h,3:44.75,224.75,4.00,Aidan Coleman,Emma Lavelle,457.92,–,100,Mountain High (IRE),Not Mine (IRE),Oscar,Nicholas Mustoe,Held up in last - still there and pushed along 2f out - ridden and good progress final furlong - ran on to take 2nd near finish - too much to do(op 7/2)
2015-12-21,GB,Lingfield (AW),3:40,titanbet.co.uk Standard Open National Hunt Flat Race (This Race Will Be Run On The AW Track),NH Flat,Class 6,,,4-6yo,,2m,16f,3219,Standard,7,2,3,,2,.75,Briac (FR),4,G,156,,3:44.90,224.90,1.67,Sam Twiston-Davies,Jim Best,228.96,–,99,Kapgarde (FR),Jarwin Do (FR),Grand Tresor,O S Harris,Tracked leaders - led over 2f out and sent for home - 3 lengths clear 1f out - headed and outpaced last 100yds - lost 2nd near finish(op 4/5)
2015-12-21,GB,Lingfield (AW),3:40,titanbet.co.uk Standard Open National Hunt Flat Race (This Race Will Be Run On The AW Track),NH Flat,Class 6,,,4-6yo,,2m,16f,3219,Standard,7,3,4,,5.75,3.75,Kelpie Blaze (IRE),4,G,156,,3:45.65,225.65,7.00,Conor OFarrell,Seamus Durack,114.48,–,95,Aussie Rules (USA),Woodsia GB,Woodman,Mrs Anne Cowley,Took keen hold - led at modest pace - hung right and headed bend 9f out and dropped to rear - effort 2f out - disputed 2nd 1f out - soon outpaced(op 9/2)
2015-12-21,GB,Lingfield (AW),3:40,titanbet.co.uk Standard Open National Hunt Flat Race (This Race Will Be Run On The AW Track),NH Flat,Class 6,,,4-6yo,,2m,16f,3219,Standard,7,1,5,,6,0.2,Amalfi Doug (FR),5,G,156,,3:45.74,225.74,17.00,Nick Scholfield,Michael Blanshard,,–,95,Network (GER),Queissa (FR),Saint Preuil,William Garrett,Took keen hold - held up - in touch 2f out - outpaced over 1f out(op 20/1)
2015-12-21,GB,Lingfield (AW),3:40,titanbet.co.uk Standard Open National Hunt Flat Race (This Race Will Be Run On The AW Track),NH Flat,Class 6,,,4-6yo,,2m,16f,3219,Standard,7,4,6,,6.25,0.3,Mab Dab (IRE),4,G,156,,3:45.75,225.75,34.00,Tom Cannon,Linda Jewell,,–,95,Papal Bull (GB),Pret A Porter (UAE),Jade Robbery,Tony Betteridge,Tracked leader - left in lead 9f out - headed over 2f out - lost 2nd and outpaced final furlong
2015-12-21,GB,Lingfield (AW),3:40,titanbet.co.uk Standard Open National Hunt Flat Race (This Race Will Be Run On The AW Track),NH Flat,Class 6,,,4-6yo,,2m,16f,3219,Standard,7,8,7,,12.25,6,Storm Run (IRE),4,F,142,,3:46.95,226.95,51.00,Harry Teal,Roger Teal,,–,82,Hurricane Run (IRE),Jabroot (IRE),Alhaarth,Roger Teal,Took keen hold - close up - tracked leader 9f out to well over 2f out - weakened well over 1f out(op 33/1)
2016-03-07,GB,Lingfield (AW),5:10,bestbingosites.co.uk The Best Online Bingo Site Standard Open National Hunt Flat Race (All-Weather),NH Flat,Class 6,,,4-6yo,,2m,16f,3219,Standard,9,7,1,,0,0,Peggies Venture (GB),5,M,149,,3:28.80,208.80,17.00,Nick Scholfield,Nick Gifford,1559.52,–,94,Presenting (GB),Peggies Run GB,Kayf Tara,Sir Christopher Wates,Close up on inner - going strongly 3f out - closed from 2f out to lead 1f out - soon ridden clear(op 25/1)
2016-03-07,GB,Lingfield (AW),5:10,bestbingosites.co.uk The Best Online Bingo Site Standard Open National Hunt Flat Race (All-Weather),NH Flat,Class 6,,,4-6yo,,2m,16f,3219,Standard,9,1,2,,4,4,Manhattan Spring (GB),5,G,158,,3:29.60,209.60,9.00,Kevin Jones,Seamus Mullins,457.92,–,104,Central Park (IRE),Risky May GB,Petoski,Woodford Valley Racing,Pulled hard - tracked leader after 5f - ridden to lead over 2f out - headed and outpaced 1f out(op 9/1)
2016-03-07,GB,Lingfield (AW),5:10,bestbingosites.co.uk The Best Online Bingo Site Standard Open National Hunt Flat Race (All-Weather),NH Flat,Class 6,,,4-6yo,,2m,16f,3219,Standard,9,5,3,,6,2,Kalaskadesemilley (GB),5,G,151,,3:30.00,210.00,21.00,Tom Cheesman,Kevin Morgan,228.96,–,95,Myboycharlie (IRE),Congressional (IRE),Grand Lodge,Mrs Catherine E Peck,Towards rear - pushed along 3f out in 7th - stayed on from 2f out to take 3rd inside final furlong - not pace to threaten
2016-03-07,GB,Lingfield (AW),5:10,bestbingosites.co.uk The Best Online Bingo Site Standard Open National Hunt Flat Race (All-Weather),NH Flat,Class 6,,,4-6yo,,2m,16f,3219,Standard,9,4,4,,8,2,Jennifer Eccles (GB),6,M,156,,3:30.40,210.40,4.00,Tom OBrien,Suzy Smith,114.48,–,93,Midnight Legend (GB),Cherrygayle (IRE),Strong Gale,P Mercer K W Allisat,Fractious before lining up - led - ridden and headed over 2f out - faded over 1f out(op 7/2 tchd 9/2)
2016-03-07,GB,Lingfield (AW),5:10,bestbingosites.co.uk The Best Online Bingo Site Standard Open National Hunt Flat Race (All-Weather),NH Flat,Class 6,,,4-6yo,,2m,16f,3219,Standard,9,2,5,,8.25,0.3,Good Idea (IRE),5,G,156,,3:30.45,210.45,5.50,Jeremiah McGrath,Nicky Henderson,,–,93,Arcadio (GER),Aunt Annie (IRE),Synefos,Mrs Fitri Hay,In touch - progress to track leaders 6f - disputed 3rd and close up 2f out - ridden and not quicken over 1f out - soon beaten(op 3/1)
2016-03-07,GB,Lingfield (AW),5:10,bestbingosites.co.uk The Best Online Bingo Site Standard Open National Hunt Flat Race (All-Weather),NH Flat,Class 6,,,4-6yo,,2m,16f,3219,Standard,9,3,6,,9,.75,Hard Toffee (IRE),5,G,156,,3:30.60,210.60,15.00,Paul Moloney,Conrad Allen,,–,92,Teofilo (IRE),Speciale (USA),War Chant,Miss Louise Allan,Settled in rear - effort on wide outside 3f out - no progress 2f out - outpaced after(op 28/1)
2016-03-07,GB,Lingfield (AW),5:10,bestbingosites.co.uk The Best Online Bingo Site Standard Open National Hunt Flat Race (All-Weather),NH Flat,Class 6,,,4-6yo,,2m,16f,3219,Standard,9,8,7,,13,4,Scarper (IRE),4,G,148,,3:31.40,211.40,3.75,Gavin Sheehan,Harry Whittington,,–,80,Getaway (GER),Whats Anothershuil (IRE),Bach,Paul Jacobs Partners,Tracked leader 5f - stayed close up - pushed along over 3f out - steadily weakened over 2f out(op 7/2)
2016-03-07,GB,Lingfield (AW),5:10,bestbingosites.co.uk The Best Online Bingo Site Standard Open National Hunt Flat Race (All-Weather),NH Flat,Class 6,,,4-6yo,,2m,16f,3219,Standard,9,6,8,,13.25,0.2,Mr Mountain (IRE),6,G,146,h,3:31.49,211.49,6.00,Richie ODea,Emma Lavelle,,–,88,Mountain High (IRE),Not Mine (IRE),Oscar,Nicholas Mustoe,Took keen hold - tracked leaders - lost place soon after halfway - pushed along in rear 3f out - soon beaten(op 4/1 tchd 7/2)
2016-03-07,GB,Lingfield (AW),5:10,bestbingosites.co.uk The Best Online Bingo Site Standard Open National Hunt Flat Race (All-Weather),NH Flat,Class 6,,,4-6yo,,2m,16f,3219,Standard,9,9,9,,30.25,17,Wyatt (IRE),4,G,143,,3:34.85,214.85,34.00,Freddie Mitchell,Philip Mitchell,,–,63,Lawman (FR),Umlilo GB,Mtoto,Mrs Patricia Mitchell,Always in rear - weakened 3f out - tailed off (trainer said gelding had a breathing problem)(op 50/1)
2016-11-08,GB,Lingfield (AW),12:50,Savenergyonline Betta Energy Data With Stark Mares Intermediate Open National Hunt Flat Race,NH Flat,Class 6,,,4-6yo,M,2m,16f,3219,Standard,11,1,1,,0,0,Peggies Venture (GB),5,M,157,,3:35.60,215.60,1.57,Wayne Hutchinson,Alan King,1559.52,–,103,Presenting (GB),Peggies Run GB,Kayf Tara,Sir Christopher Lady Wates,Pressed leader - stumbled over 9f out - led over 2f out - in control final furlong - pushed out(op 8/13 tchd 8/15)
2016-11-08,GB,Lingfield (AW),12:50,Savenergyonline Betta Energy Data With Stark Mares Intermediate Open National Hunt Flat Race,NH Flat,Class 6,,,4-6yo,M,2m,16f,3219,Standard,11,7,2,,1.25,1.25,Pampanini (GB),5,M,150,t,3:35.85,215.85,7.00,Niall P Madden,Harry Fry,457.92,–,93,Milan (GB),Loxhill Lady GB,Supreme Leader,Chasing Gold Racing Club,Made most until over 2f out - kept on same pace(tchd 5/1)
2016-11-08,GB,Lingfield (AW),12:50,Savenergyonline Betta Energy Data With Stark Mares Intermediate Open National Hunt Flat Race,NH Flat,Class 6,,,4-6yo,M,2m,16f,3219,Standard,11,4,3,,3,1.75,Elegant (IRE),5,M,150,,3:36.20,216.20,7.00,Aidan Coleman,Don Cantillon,228.96,–,91,Oscar (IRE),Good Thought (IRE),Mukaddamah,Don Cantillon,Chased leaders - ridden over 2f out - stayed on same pace(op 7/1)
2016-11-08,GB,Lingfield (AW),12:50,Savenergyonline Betta Energy Data With Stark Mares Intermediate Open National Hunt Flat Race,NH Flat,Class 6,,,4-6yo,M,2m,16f,3219,Standard,11,10,4,,3.75,.75,Tiar Na Nog (IRE),4,F,150,,3:36.35,216.35,34.00,Tom Scudamore,Denis Coakley,114.48,–,91,Ask (GB),Carmencita GB,Rock Of Gibraltar,Mrs Barbara Coakley,Took keen hold - held up on inner - effort and in touch 2f out - no impression final furlong
2016-11-08,GB,Lingfield (AW),12:50,Savenergyonline Betta Energy Data With Stark Mares Intermediate Open National Hunt Flat Race,NH Flat,Class 6,,,4-6yo,M,2m,16f,3219,Standard,11,2,5,,5,1.25,Arian (IRE),4,F,150,,3:36.60,216.60,34.00,Jamie Moore,John Flint,,–,89,Kings Theatre (IRE),Brave Betsy (IRE),Pistolet Bleu,Mel Mathias,Took keen hold - in touch - pushed along 5f out - stayed on same pace final 3f
2016-11-08,GB,Lingfield (AW),12:50,Savenergyonline Betta Energy Data With Stark Mares Intermediate Open National Hunt Flat Race,NH Flat,Class 6,,,4-6yo,M,2m,16f,3219,Standard,11,11,6,,6.25,1.25,Winding Bae (IRE),4,F,143,,3:36.85,216.85,11.00,Mr Hugo Hunt,Nicky Henderson,,–,88,Well Chosen (GB),Despute (IRE),Be My Native,Willett Westwood Chandler,Pulled hard in midfield - headway 3f out - no extra over 1f out(op 7/1)
2016-11-08,GB,Lingfield (AW),12:50,Savenergyonline Betta Energy Data With Stark Mares Intermediate Open National Hunt Flat Race,NH Flat,Class 6,,,4-6yo,M,2m,16f,3219,Standard,11,9,7,,7.25,1,So She Says (IRE),4,F,150,,3:37.05,217.05,17.00,Gavin Sheehan,Suzy Smith,,–,87,Kalanisi (IRE),Accordingtoherself (IRE),Accordion,John Logan Suzy Smith,Mid-division - outpaced 4f out - no danger after(op 20/1)
